상표,주유소명,주소,시군구,유종별 가격,부가정보
SK에너지,동서울고속주유소,서울 동대문구 한천로 414,동대문구,"{'고급휘발유': '1,879원', '보통휘발유': '1,745원', '경유': '1,595원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,재정주유소,서울 동대문구 전농로 121,동대문구,"{'고급휘발유': '1,889원', '보통휘발유': '1,645원', '경유': '1,517원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)자연에너지 국민주유소,서울 동대문구 답십리로 223 (답십리동),동대문구,"{'고급휘발유': '1,889원', '보통휘발유': '1,635원', '경유': '1,507원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),동대문구,"{'고급휘발유': '1,895원', '보통휘발유': '1,685원', '경유': '1,555원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),동대문구,"{'고급휘발유': '1,915원', '보통휘발유': '1,759원', '경유': '1,629원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,재정제2주유소,서울 동대문구 사가정로 90 (전농동),동대문구,"{'보통휘발유': '1,645원', '경유': '1,517원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)정건에너지 배봉로지점,서울 동대문구 서울시립대로 108,동대문구,"{'보통휘발유': '1,645원', '경유': '1,517원', '실내등유': '1,450원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,풍한주유소,서울 동대문구 안암로 168,동대문구,"{'보통휘발유': '1,655원', '경유': '1,525원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),동대문구,"{'보통휘발유': '1,728원', '경유': '1,588원', '실내등유': '1,540원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,삼미상사(주)장안킹셀프주유소,서울 동대문구 한천로 100 (장안동),동대문구,"{'보통휘발유': '1,749원', '경유': '1,609원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,홍능주유소,서울 동대문구 홍릉로 87,동대문구,"{'보통휘발유': '1,755원', '경유': '1,615원', '실내등유': '1,500원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,삼영주유소,서울 동대문구 답십리로 258 (장안동),동대문구,"{'보통휘발유': '1,755원', '경유': '1,615원', '실내등유': '1,700원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,열린주유소,서울 동대문구 한천로 263 (휘경동),동대문구,"{'보통휘발유': '1,779원', '경유': '1,629원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),동대문구,"{'보통휘발유': '1,797원', '경유': '1,698원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,오동나무주유소,서울 동대문구 한천로 81,동대문구,"{'보통휘발유': '1,798원', '경유': '1,658원', '실내등유': '1,600원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,동작구,"{'고급휘발유': '1,879원', '보통휘발유': '1,679원', '경유': '1,559원', '실내등유': '1,450원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,주식회사 새서울글로벌,서울 동작구 시흥대로 616 (신대방동),동작구,"{'고급휘발유': '1,895원', '보통휘발유': '1,658원', '경유': '1,518원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),동작구,"{'고급휘발유': '1,899원', '보통휘발유': '1,764원', '경유': '1,649원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,지에스칼텍스㈜직영 남성주유소,서울 동작구 동작대로 135,동작구,"{'고급휘발유': '1,925원', '보통휘발유': '1,725원', '경유': '1,615원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 동작주유소,서울 동작구 상도로 403 (상도동),동작구,"{'고급휘발유': '1,934원', '보통휘발유': '1,754원', '경유': '1,639원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),동작구,"{'고급휘발유': '2,029원', '보통휘발유': '1,724원', '경유': '1,619원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,창원이엔지주유소,서울 동작구 사당로 59 (상도동),동작구,"{'보통휘발유': '1,689원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,매일주유소,서울 동작구 상도로 139 (상도동),동작구,"{'보통휘발유': '1,799원', '경유': '1,679원', '실내등유': '1,650원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,살피재주유소,서울 동작구 상도로 334,동작구,"{'보통휘발유': '1,895원', '경유': '1,785원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,(주)타이거통상 월드컵주유소,서울 마포구 월드컵북로 170 (성산제2동),마포구,"{'고급휘발유': '1,889원', '보통휘발유': '1,659원', '경유': '1,539원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 안국주유소,서울 마포구 양화로 33,마포구,"{'고급휘발유': '1,929원', '보통휘발유': '1,819원', '경유': '1,719원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),마포구,"{'고급휘발유': '1,929원', '보통휘발유': '1,815원', '경유': '1,715원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
S-OIL,마포주유소,서울 마포구 마포대로 186,마포구,"{'고급휘발유': '1,942원', '보통휘발유': '1,792원', '경유': '1,682원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,청원주유소,서울 마포구 월드컵북로 113 (성산동),마포구,"{'고급휘발유': '1,978원', '보통휘발유': '1,659원', '경유': '1,569원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,에스에스오토셀프,서울 마포구 서강로 76 (창전동),마포구,"{'고급휘발유': '2,098원', '보통휘발유': '1,799원', '경유': '1,689원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),마포구,"{'고급휘발유': '2,199원', '보통휘발유': '1,799원', '경유': '1,689원', '실내등유': '1,745원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,성산대교셀프주유소,서울 마포구 성산로 144,마포구,"{'보통휘발유': '1,659원', '경유': '1,569원', '실내등유': '1,649원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,마포시엠주유소,서울 마포구 월드컵북로 62,마포구,"{'보통휘발유': '1,659원', '경유': '1,539원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),마포구,"{'보통휘발유': '1,758원', '경유': '1,628원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,에쓰오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),마포구,"{'보통휘발유': '1,779원', '경유': '1,669원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,용강주유소,서울 마포구 토정로 258,마포구,"{'보통휘발유': '1,779원', '경유': '1,669원', '실내등유': '1,650원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),서대문구,"{'고급휘발유': '1,898원', '보통휘발유': '1,698원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,서대문구,"{'고급휘발유': '1,915원', '보통휘발유': '1,665원', '경유': '1,549원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 연세주유소,서울 서대문구 연희로 184,서대문구,"{'고급휘발유': '1,927원', '보통휘발유': '1,674원', '경유': '1,589원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,㈜한화미 구도일주유소 두꺼비,서울 서대문구 성산로 312,서대문구,"{'고급휘발유': '1,929원', '보통휘발유': '1,679원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,행촌제2주유소,서울 서대문구 성산로 490 (대신동),서대문구,"{'고급휘발유': '1,947원', '보통휘발유': '1,728원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
SK에너지,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),서대문구,"{'고급휘발유': '1,995원', '보통휘발유': '1,745원', '경유': '1,635원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
SK에너지,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),서대문구,"{'고급휘발유': '1,998원', '보통휘발유': '1,718원', '경유': '1,598원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),서대문구,"{'보통휘발유': '1,665원', '경유': '1,549원', '실내등유': '1,800원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,서대문구,"{'보통휘발유': '1,669원', '경유': '1,549원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
S-OIL,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),서대문구,"{'보통휘발유': '1,669원', '경유': '1,559원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,남정주유소,서울 서대문구 모래내로 243 (남가좌동),서대문구,"{'보통휘발유': '1,688원', '경유': '1,568원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87,서대문구,"{'보통휘발유': '1,739원', '경유': '1,659원', '실내등유': '1,650원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,광호주유소,서울 서대문구 연희로 266 (홍은동),서대문구,"{'보통휘발유': '1,745원', '경유': '1,635원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,씨앤에스유통㈜ 내곡드림주유소,서울 서초구 헌릉로 177 (내곡동),서초구,"{'고급휘발유': '1,885원', '보통휘발유': '1,685원', '경유': '1,565원', '실내등유': '1,580원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),서초구,"{'고급휘발유': '1,894원', '보통휘발유': '1,755원', '경유': '1,656원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,에너지 플러스 허브 내곡,서울 서초구 헌릉로 210,서초구,"{'고급휘발유': '1,899원', '보통휘발유': '1,699원', '경유': '1,569원'}","{'세차장 여부': 'Y', '충전소 여부': 'Y', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,말죽거리주유소,서울 서초구 남부순환로 2650,서초구,"{'고급휘발유': '1,899원', '보통휘발유': '1,736원', '경유': '1,636원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,양재주유소,서울 서초구 바우뫼로 178,서초구,"{'고급휘발유': '1,914원', '보통휘발유': '1,756원', '경유': '1,654원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),서초구,"{'고급휘발유': '1,917원', '보통휘발유': '1,777원', '경유': '1,677원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),서초구,"{'고급휘발유': '1,919원', '보통휘발유': '1,738원', '경유': '1,669원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),서초구,"{'고급휘발유': '1,925원', '보통휘발유': '1,725원', '경유': '1,615원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),서초구,"{'고급휘발유': '1,928원', '보통휘발유': '1,773원', '경유': '1,653원', '실내등유': '1,620원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,서초구,"{'고급휘발유': '1,934원', '보통휘발유': '1,776원', '경유': '1,674원', '실내등유': '1,570원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),서초구,"{'고급휘발유': '1,935원', '보통휘발유': '1,735원', '경유': '1,635원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,반포그린주유소,서울 서초구 서초중앙로 239,서초구,"{'고급휘발유': '1,938원', '보통휘발유': '1,738원', '경유': '1,669원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),서초구,"{'고급휘발유': '1,938원', '보통휘발유': '1,738원', '경유': '1,669원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),서초구,"{'고급휘발유': '1,945원', '보통휘발유': '1,725원', '경유': '1,595원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),서초구,"{'고급휘발유': '1,955원', '보통휘발유': '1,735원', '경유': '1,575원'}","{'세차장 여부': 'Y', '충전소 여부': 'Y', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),서초구,"{'고급휘발유': '1,955원', '보통휘발유': '1,735원', '경유': '1,605원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,서초구,"{'고급휘발유': '1,956원', '보통휘발유': '1,739원', '경유': '1,625원', '실내등유': '1,600원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 서초제일주유소,서울 서초구 사임당로 116,서초구,"{'고급휘발유': '1,959원', '보통휘발유': '1,782원', '경유': '1,678원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),서초구,"{'고급휘발유': '1,965원', '보통휘발유': '1,765원', '경유': '1,665원', '실내등유': '1,650원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구 효령로 356 (서초동),서초구,"{'고급휘발유': '1,966원', '보통휘발유': '1,746원', '경유': '1,655원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,서초우면산주유소,서울 서초구 양재대로2길 100-30,서초구,"{'고급휘발유': '1,978원', '보통휘발유': '1,778원', '경유': '1,642원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,신반포주유소,서울 서초구 사평대로 94 (반포동),서초구,"{'고급휘발유': '1,980원', '보통휘발유': '1,735원', '경유': '1,645원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,한독주유소,서울 서초구 방배로 218 (방배동),서초구,"{'고급휘발유': '1,980원', '보통휘발유': '1,735원', '경유': '1,645원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),서초구,"{'고급휘발유': '2,020원', '보통휘발유': '1,820원', '경유': '1,789원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
SK에너지,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),서초구,"{'고급휘발유': '2,168원', '보통휘발유': '2,068원', '경유': '1,968원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)선문에너지 중앙주유소,서울특별시 서초구 바우뫼로 219 (양재1동),서초구,"{'고급휘발유': '2,468원', '보통휘발유': '2,258원', '경유': '1,998원', '실내등유': '1,780원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
알뜰(ex),만남의광장주유소,서울 서초구 양재대로12길 73-71,서초구,"{'보통휘발유': '1,659원', '경유': '1,524원'}","{'세차장 여부': 'N', '충전소 여부': 'Y', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
SK에너지,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),서초구,"{'보통휘발유': '1,675원', '경유': '1,575원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,양재최고주유소,서울 서초구 매헌로 72 (양재동),서초구,"{'보통휘발유': '1,714원', '경유': '1,584원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),서초구,"{'보통휘발유': '1,743원', '경유': '1,637원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,방배동주유소,서울 서초구 효령로 29,서초구,"{'보통휘발유': '1,893원', '경유': '1,796원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 군자동주유소,서울특별시 성동구 천호대로 446 (용답동),성동구,"{'고급휘발유': '1,819원', '보통휘발유': '1,669원', '경유': '1,549원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,㈜성동에너지,서울 성동구 천호대로 392,성동구,"{'고급휘발유': '1,820원', '보통휘발유': '1,605원', '경유': '1,477원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,동일주유소,서울 성동구 광나루로 254 (성수동2가),성동구,"{'고급휘발유': '1,888원', '보통휘발유': '1,688원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,아이콘주유소,서울 성동구 고산자로 273 (도선동),성동구,"{'고급휘발유': '1,898원', '보통휘발유': '1,708원', '경유': '1,578원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
