상표,주유소명,주소,시군구,유종별 가격,부가정보
SK에너지,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352,성동구,"{'고급휘발유': '1,929원', '보통휘발유': '1,779원', '경유': '1,679원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,KH에너지㈜직영 성수만세주유소,서울 성동구 왕십리로 109,성동구,"{'고급휘발유': '1,933원', '보통휘발유': '1,683원', '경유': '1,573원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,성동구,"{'고급휘발유': '1,933원', '보통휘발유': '1,683원', '경유': '1,573원', '실내등유': '1,744원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 성동셀프주유소,서울 성동구 마장로 311 (마장동),성동구,"{'고급휘발유': '1,945원', '보통휘발유': '1,757원', '경유': '1,597원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,성동구,"{'고급휘발유': '1,955원', '보통휘발유': '1,687원', '경유': '1,588원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,SK세원2주유소,서울 성동구 광나루로 184,성동구,"{'고급휘발유': '2,060원', '보통휘발유': '1,798원', '경유': '1,680원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,금호주유소,서울 성동구 금호로 39 (금호동4가),성동구,"{'고급휘발유': '2,235원', '보통휘발유': '1,995원', '경유': '1,863원', '실내등유': '1,700원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),성동구,"{'고급휘발유': '2,521원', '보통휘발유': '2,298원', '경유': '2,077원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),성동구,"{'보통휘발유': '1,605원', '경유': '1,477원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
자가상표,정호주유소,서울 성동구 고산자로 307 (마장동),성동구,"{'보통휘발유': '1,668원', '경유': '1,558원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,KLP제2주유소,서울 성동구 동일로 249 (송정동),성동구,"{'보통휘발유': '1,675원', '경유': '1,545원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),성동구,"{'보통휘발유': '2,195원', '경유': '2,095원', '실내등유': '1,795원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),성북구,"{'고급휘발유': '1,849원', '보통휘발유': '1,645원', '경유': '1,525원', '실내등유': '1,500원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,성북구,"{'고급휘발유': '1,849원', '보통휘발유': '1,645원', '경유': '1,525원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),성북구,"{'고급휘발유': '1,882원', '보통휘발유': '1,675원', '경유': '1,544원', '실내등유': '1,520원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),성북구,"{'고급휘발유': '1,889원', '보통휘발유': '1,665원', '경유': '1,545원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),성북구,"{'고급휘발유': '1,889원', '보통휘발유': '1,665원', '경유': '1,545원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),성북구,"{'고급휘발유': '1,905원', '보통휘발유': '1,655원', '경유': '1,525원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,㈜스마일에너지 신동방주유소,서울 성북구 월계로 84 (장위동),성북구,"{'고급휘발유': '1,915원', '보통휘발유': '1,645원', '경유': '1,525원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,성북구,"{'고급휘발유': '1,963원', '보통휘발유': '1,723원', '경유': '1,583원', '실내등유': '1,470원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,성북구,"{'고급휘발유': '1,985원', '보통휘발유': '1,695원', '경유': '1,565원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,동일주유소,서울특별시 성북구 보문로 85 (보문동5가),성북구,"{'고급휘발유': '1,989원', '보통휘발유': '1,693원', '경유': '1,598원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96,성북구,"{'고급휘발유': '2,015원', '보통휘발유': '1,785원', '경유': '1,655원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,삼선주유소,서울 성북구 창경궁로 324,성북구,"{'고급휘발유': '2,050원', '보통휘발유': '1,798원', '경유': '1,684원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,성북구,"{'고급휘발유': '2,191원', '보통휘발유': '1,935원', '경유': '1,809원', '실내등유': '1,546원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,㈜원천주유소,서울 성북구 돌곶이로 142,성북구,"{'보통휘발유': '1,643원', '경유': '1,523원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(주)성북주유소,서울 성북구 보문로 142,성북구,"{'보통휘발유': '1,645원', '경유': '1,525원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),성북구,"{'보통휘발유': '1,645원', '경유': '1,525원', '실내등유': '1,380원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,신방주유소,서울 성북구 안암로 111 (안암동5가),성북구,"{'보통휘발유': '1,645원', '경유': '1,525원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,중앙에너비스 종암지점,서울 성북구 종암로 58,성북구,"{'보통휘발유': '1,655원', '경유': '1,525원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,장위주유소,서울 성북구 화랑로 110 (하월곡동),성북구,"{'보통휘발유': '1,674원', '경유': '1,544원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,장삼 쌍둥이 주유소,서울 성북구 한천로 612 (장위동),성북구,"{'보통휘발유': '1,675원', '경유': '1,535원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,우리주유소,서울 성북구 화랑로 292,성북구,"{'보통휘발유': '1,684원', '경유': '1,555원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,성북구,"{'보통휘발유': '1,739원', '경유': '1,619원', '실내등유': '1,526원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,아이에스피시그넷㈜ 서울북부고속주유소,서울 성북구 삼양로 78,성북구,"{'보통휘발유': '1,899원', '경유': '1,699원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,송파스마일주유소,서울 송파구 송이로 28,송파구,"{'고급휘발유': '1,893원', '보통휘발유': '1,693원', '경유': '1,573원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),송파구,"{'고급휘발유': '1,893원', '보통휘발유': '1,693원', '경유': '1,573원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
HD현대오일뱅크,(주)정직한주유소,서울 송파구 오금로 455 (거여동),송파구,"{'고급휘발유': '1,895원', '보통휘발유': '1,725원', '경유': '1,625원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397,송파구,"{'고급휘발유': '1,898원', '보통휘발유': '1,713원', '경유': '1,583원', '실내등유': '1,560원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),송파구,"{'고급휘발유': '1,903원', '보통휘발유': '1,703원', '경유': '1,583원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,삼화주유소,서울 송파구 백제고분로 125,송파구,"{'고급휘발유': '1,903원', '보통휘발유': '1,703원', '경유': '1,583원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,백제고분로주유소,서울 송파구 오금로 143 (방이동),송파구,"{'고급휘발유': '1,913원', '보통휘발유': '1,787원', '경유': '1,674원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
S-OIL,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),송파구,"{'고급휘발유': '1,913원', '보통휘발유': '1,723원', '경유': '1,623원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,(주)삼표에너지 우리주유소,서울 송파구 동남로 153,송파구,"{'고급휘발유': '1,922원', '보통휘발유': '1,742원', '경유': '1,638원', '실내등유': '1,500원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,송파구,"{'고급휘발유': '1,923원', '보통휘발유': '1,723원', '경유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),송파구,"{'고급휘발유': '1,923원', '보통휘발유': '1,723원', '경유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58,송파구,"{'고급휘발유': '1,923원', '보통휘발유': '1,723원', '경유': '1,613원', '실내등유': '1,500원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),송파구,"{'고급휘발유': '1,929원', '보통휘발유': '1,789원', '경유': '1,679원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,위례드림주유소,서울시 송파구 위례중앙로 10,송파구,"{'고급휘발유': '1,933원', '보통휘발유': '1,723원', '경유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,송파구,"{'고급휘발유': '1,958원', '보통휘발유': '1,757원', '경유': '1,657원', '실내등유': '1,550원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,완불주유소,서울 송파구 송파대로 3,송파구,"{'고급휘발유': '1,982원', '보통휘발유': '1,741원', '경유': '1,641원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),송파구,"{'고급휘발유': '2,068원', '보통휘발유': '1,968원', '경유': '1,868원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,㈜지에스이앤알 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),송파구,"{'보통휘발유': '1,693원', '경유': '1,573원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),송파구,"{'보통휘발유': '1,713원', '경유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,상아주유소,서울 송파구 거마로 82,송파구,"{'보통휘발유': '1,715원', '경유': '1,588원', '실내등유': '1,450원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,위례제일주유소 (주)버드에너지,서울 송파구 위례서로 260,송파구,"{'보통휘발유': '1,723원', '경유': '1,593원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,남성대주유소,서울 송파구 송파대로 52 (장지동),송파구,"{'보통휘발유': '1,723원', '경유': '1,593원', '실내등유': '1,600원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
S-OIL,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,송파구,"{'보통휘발유': '1,730원', '경유': '1,630원', '실내등유': '1,550원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,제트라인DM주유소,서울 송파구 중대로 183 (가락동),송파구,"{'보통휘발유': '1,734원', '경유': '1,630원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,대성주유소,서울 송파구 마천로 230,송파구,"{'보통휘발유': '1,738원', '경유': '1,628원', '실내등유': '1,450원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)유진주유소,서울 송파구 동남로 325 (오금동),송파구,"{'보통휘발유': '1,742원', '경유': '1,644원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,방이주유소,서울 송파구 위례성대로12길 38 (방이동),송파구,"{'보통휘발유': '1,787원', '경유': '1,674원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,(유)호림플러스홀딩스 남성주유소,서울 송파구 백제고분로 474,송파구,"{'보통휘발유': '1,793원', '경유': '1,683원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지㈜ 신평,서울 양천구 목동남로 62,양천구,"{'고급휘발유': '1,889원', '보통휘발유': '1,710원', '경유': '1,583원', '실내등유': '1,390원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),양천구,"{'고급휘발유': '1,903원', '보통휘발유': '1,704원', '경유': '1,597원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),양천구,"{'고급휘발유': '1,904원', '보통휘발유': '1,724원', '경유': '1,619원'}","{'세차장 여부': 'Y', '충전소 여부': 'Y', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
GS칼텍스,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),양천구,"{'고급휘발유': '1,904원', '보통휘발유': '1,704원', '경유': '1,597원', '실내등유': '1,588원'}","{'세차장 여부': 'Y', '충전소 여부': 'Y', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,양천구,"{'고급휘발유': '1,949원', '보통휘발유': '1,739원', '경유': '1,599원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,HD현대오일뱅크㈜직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),양천구,"{'고급휘발유': '1,965원', '보통휘발유': '1,654원', '경유': '1,600원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'Y'}"
GS칼텍스,플라트(주)서호주유소,서울 양천구 남부순환로 317,양천구,"{'고급휘발유': '1,965원', '보통휘발유': '1,638원', '경유': '1,513원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,형산석유(주)원주유소,서울 양천구 남부순환로 408,양천구,"{'고급휘발유': '1,975원', '보통휘발유': '1,689원', '경유': '1,559원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,양천구,"{'고급휘발유': '2,058원', '보통휘발유': '1,859원', '경유': '1,744원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
S-OIL,현대주유소,서울 양천구 남부순환로 372 (신월동),양천구,"{'보통휘발유': '1,638원', '경유': '1,513원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,신월주유소,서울 양천구 신월로 193 (신월동),양천구,"{'보통휘발유': '1,644원', '경유': '1,514원', '실내등유': '1,400원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),양천구,"{'보통휘발유': '1,648원', '경유': '1,523원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),양천구,"{'보통휘발유': '1,654원', '경유': '1,539원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
GS칼텍스,㈜지에스이앤알 서울주유소,서울 양천구 신정로 236 (신정동),양천구,"{'보통휘발유': '1,654원', '경유': '1,514원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,양천구주유소,서울 양천구 국회대로 275,양천구,"{'보통휘발유': '1,662원', '경유': '1,557원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,가로공원주유소,서울 양천구 가로공원로 165 (신월동),양천구,"{'보통휘발유': '1,662원', '경유': '1,535원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'Y'}"
SK에너지,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),양천구,"{'보통휘발유': '1,684원', '경유': '1,549원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'Y', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),양천구,"{'보통휘발유': '1,696원', '경유': '1,570원', '실내등유': '1,550원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,신정동주유소,서울 양천구 안양천로 663 (신정동),양천구,"{'보통휘발유': '1,699원', '경유': '1,579원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'Y', '24시 영업 여부': 'N'}"
HD현대오일뱅크,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),양천구,"{'보통휘발유': '1,724원', '경유': '1,614원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
SK에너지,목동주유소,서울 양천구 목동중앙로 125 (목동),양천구,"{'보통휘발유': '1,724원', '경유': '1,619원'}","{'세차장 여부': 'Y', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
HD현대오일뱅크,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),양천구,"{'보통휘발유': '1,747원', '경유': '1,567원'}","{'세차장 여부': 'N', '충전소 여부': 'N', '경정비 여부': 'N', '편의점 여부': 'N', '24시 영업 여부': 'N'}"
